case_id,status,error,num_events,offline_makespan,initial_offline_best_cost,initial_real_nores_baseline_makespan,final_nores_makespan,final_dynamic_makespan,final_nores_minus_dynamic,events_csv,gantt_txt,output_dir,summary_csv,comparison_gantt_data,event_delay_report,final_comparison_png
20260617_170735,ok,,5,72.63,72.63,72.59,71.28399999999999,69.68,1.603999999999985,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_170735.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_170735.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_170735,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_170735\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_170735\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_170735\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_170735\comparison_gantt.png
20260617_214847,ok,,20,72.63,72.63,72.59,102.71799999999999,92.43,10.287999999999982,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_214847.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_214847.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_214847,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_214847\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_214847\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_214847\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_214847\comparison_gantt.png
20260617_215539,ok,,26,72.63,72.63,72.59,145.26639999999998,148.17,-2.9036000000000115,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_215539.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_215539.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_215539,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_215539\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_215539\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_215539\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_215539\comparison_gantt.png
20260617_220342,ok,,27,72.63,72.63,72.59,169.91920000000002,166.98,2.939200000000028,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_220342.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_220342.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_220342,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_220342\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_220342\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_220342\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_220342\comparison_gantt.png
20260617_221043,ok,,10,72.63,72.63,72.59,85.98919999999998,85.88,0.10919999999998709,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_221043.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_221043.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221043,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221043\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221043\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221043\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221043\comparison_gantt.png
20260617_221608,ok,,8,72.63,72.63,72.59,82.8438,86.18,-3.336200000000005,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_221608.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_221608.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221608,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221608\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221608\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221608\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_221608\comparison_gantt.png
20260617_222235,ok,,20,72.63,72.63,72.59,143.898,138.37,5.527999999999992,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_222235.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_222235.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_222235,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_222235\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_222235\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_222235\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_222235\comparison_gantt.png
20260617_223549,ok,,11,72.63,72.63,72.59,101.81,104.45,-2.6400000000000006,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_223549.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_223549.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_223549,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_223549\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_223549\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_223549\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_223549\comparison_gantt.png
20260617_224021,ok,,3,72.63,72.63,72.59,67.99,70.45,-2.460000000000008,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_224021.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_224021.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224021,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224021\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224021\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224021\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224021\comparison_gantt.png
20260617_224555,ok,,7,72.63,72.63,72.59,81.4538,84.47,-3.0161999999999978,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_224555.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_224555.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224555,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224555\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224555\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224555\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_224555\comparison_gantt.png
20260617_225121,ok,,11,72.63,72.63,72.59,82.44999999999999,84.02,-1.5700000000000074,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_225121.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_225121.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225121,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225121\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225121\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225121\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225121\comparison_gantt.png
20260617_225645,ok,,4,72.63,72.63,72.59,75.85379999999999,81.77,-5.9162000000000035,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_225645.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_225645.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225645,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225645\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225645\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225645\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_225645\comparison_gantt.png
20260617_230214,ok,,8,72.63,72.63,72.59,74.34399999999998,72.09,2.2539999999999765,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260617_230214.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260617_230214.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_230214,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_230214\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_230214\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_230214\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260617_230214\comparison_gantt.png
20260618_143804,ok,,4,72.63,72.63,72.59,68.04,66.23,1.8100000000000023,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_143804.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_143804.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_143804,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_143804\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_143804\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_143804\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_143804\comparison_gantt.png
20260618_144336,ok,,3,72.63,72.63,72.59,68.09,65.14,2.950000000000003,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_144336.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_144336.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144336,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144336\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144336\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144336\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144336\comparison_gantt.png
20260618_144802,ok,,7,72.63,72.63,72.59,76.758,68.53,8.227999999999994,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_144802.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_144802.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144802,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144802\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144802\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144802\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_144802\comparison_gantt.png
20260618_145303,ok,,7,72.63,72.63,72.59,91.72399999999999,88.36,3.36399999999999,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_145303.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_145303.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145303,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145303\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145303\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145303\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145303\comparison_gantt.png
20260618_145723,ok,,0,72.63,72.63,72.59,67.78,67.79,-0.010000000000005116,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_145723.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_145723.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145723,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145723\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145723\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145723\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_145723\comparison_gantt.png
20260618_150321,ok,,11,72.63,72.63,72.59,101.03780000000002,99.62,1.417800000000014,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_150321.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_150321.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150321,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150321\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150321\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150321\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150321\comparison_gantt.png
20260618_150754,ok,,2,72.63,72.63,72.59,68.39,68.43,-0.04000000000000625,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_150754.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_150754.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150754,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150754\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150754\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150754\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_150754\comparison_gantt.png
20260618_151245,ok,,0,72.63,72.63,72.59,67.89,67.91,-0.01999999999999602,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_151245.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_151245.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_151245,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_151245\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_151245\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_151245\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_151245\comparison_gantt.png
20260618_153051,ok,,11,72.63,72.63,72.59,105.381,97.04,8.340999999999994,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_153051.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_153051.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153051,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153051\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153051\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153051\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153051\comparison_gantt.png
20260618_153713,ok,,5,72.63,72.63,72.59,73.3,76.0,-2.700000000000003,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_153713.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_153713.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153713,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153713\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153713\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153713\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_153713\comparison_gantt.png
20260618_154903,ok,,9,72.63,72.63,72.59,89.54779999999998,90.7,-1.1522000000000219,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_154903.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_154903.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_154903,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_154903\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_154903\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_154903\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_154903\comparison_gantt.png
20260618_155540,ok,,7,72.63,72.63,72.59,81.83779999999999,79.75,2.087799999999987,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_155540.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_155540.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_155540,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_155540\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_155540\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_155540\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_155540\comparison_gantt.png
20260618_171939,ok,,12,72.63,72.63,72.59,99.85759999999999,98.95,0.907599999999988,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_171939.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_171939.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_171939,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_171939\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_171939\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_171939\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_171939\comparison_gantt.png
20260618_172550,ok,,13,72.63,72.63,72.59,105.094,102.61,2.4839999999999947,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_172550.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_172550.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_172550,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_172550\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_172550\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_172550\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_172550\comparison_gantt.png
